Date,Open,High,Low,Close,Adj Close,Volume
1999-01-01,23.28125,24.5625,21.4375,21.8125,11.559643745422363,1070900.0
1999-02-01,21.8125,23.21875,21.53125,21.625,11.460280418395996,1579500.0
1999-03-01,21.671875,25.6875,21.09375,24.59375,13.03358268737793,6328000.0
1999-04-01,24.625,28.875,24.296875,28.234375,15.016741752624512,5284700.0
1999-05-01,28.25,29.125,27.015625,27.625,14.692638397216797,4966300.0
1999-06-01,27.5625,29.375,27.015625,28.046875,14.917020797729492,3195400.0
1999-07-01,28.125,29.375,27.59375,28.578125,15.276557922363281,970400.0
1999-08-01,28.390625,30.171875,27.953125,28.890625,15.443604469299316,4458600.0
1999-09-01,28.890625,30.3125,26.25,27.4375,14.66684341430664,3957600.0
1999-10-01,27.5,27.703125,25.6875,27.03125,14.515196800231934,3291300.0
1999-11-01,27.0625,29.1875,25.375,26.984375,14.490028381347656,2711600.0
1999-12-01,26.9375,28.0,26.15625,27.09375,14.548757553100586,6257400.0
2000-01-01,27.3125,29.46875,25.875,27.3125,14.709484100341797,5903600.0
2000-02-01,27.3125,27.609375,24.625,26.15625,14.086771965026855,4213000.0
2000-03-01,26.015625,30.21875,25.9375,29.3125,15.78660774230957,8607600.0
2000-04-01,29.5,30.15625,27.515625,28.875,15.603087425231934,5818900.0
2000-05-01,29.1875,32.3125,29.0,32.265625,17.43526840209961,5148800.0
2000-06-01,32.15625,32.5,30.09375,30.34375,16.396757125854492,4563100.0
2000-07-01,30.1875,31.046875,28.28125,29.1875,15.848217010498047,4206700.0
2000-08-01,29.4375,33.375,29.4375,32.375,17.578975677490234,3902900.0
2000-09-01,32.28125,34.46875,31.0,32.765625,17.791080474853516,17712900.0
2000-10-01,32.9375,34.75,30.875,31.875,17.382314682006836,14760000.0
2000-11-01,32.125,33.125,29.90625,30.203125,16.47059440612793,7471000.0
2000-12-01,30.25,33.9375,30.125,33.1875,18.09804916381836,5079100.0
2001-01-01,33.75,34.109375,30.1875,32.130001068115234,17.573753356933594,4092000.0
2001-02-01,32.130001068115234,34.040000915527344,31.549999237060547,31.739999771118164,17.360441207885742,4613800.0
2001-03-01,31.850000381469727,34.349998474121094,29.450000762939453,30.700000762939453,16.791597366333008,6845600.0
2001-04-01,30.5,34.2400016784668,29.049999237060547,33.869998931884766,18.581649780273438,4746100.0
2001-05-01,33.58000183105469,34.900001525878906,31.809999465942383,33.54999923706055,18.406084060668945,9348600.0
2001-06-01,33.5,34.029998779296875,29.84000015258789,30.350000381469727,16.650514602661133,6929900.0
2001-07-01,30.200000762939453,30.719999313354492,28.25,30.0,16.535799026489258,5077900.0
2001-08-01,30.350000381469727,30.479999542236328,28.5,28.729999542236328,15.835783004760742,5719600.0
2001-09-01,28.739999771118164,29.31999969482422,23.75,25.81999969482422,14.23181438446045,11451900.0
2001-10-01,25.600000381469727,28.899999618530273,25.030000686645508,26.860000610351562,14.88831901550293,11513200.0
2001-11-01,26.790000915527344,27.530000686645508,24.0,25.360000610351562,14.056886672973633,24805800.0
2001-12-01,25.229999542236328,27.219999313354492,24.700000762939453,26.700000762939453,14.799630165100098,6896300.0
2002-01-01,26.700000762939453,28.0,23.200000762939453,25.75,14.331871032714844,5965000.0
2002-02-01,25.770000457763672,27.0,24.829999923706055,26.6299991607666,14.821653366088867,11707000.0
2002-03-01,26.979999542236328,29.25,26.719999313354492,28.889999389648438,16.07952308654785,8185500.0
2002-04-01,29.049999237060547,29.520000457763672,27.030000686645508,27.850000381469727,15.552945137023926,8995000.0
2002-05-01,27.649999618530273,28.5,26.780000686645508,27.360000610351562,15.279301643371582,5860200.0
2002-06-01,27.25,27.25,25.25,26.200000762939453,14.631489753723145,4299400.0
2002-07-01,26.260000228881836,26.350000381469727,19.3799991607666,22.56999969482422,12.680270195007324,13229800.0
2002-08-01,22.18000030517578,23.989999771118164,20.1200008392334,22.90999984741211,12.871296882629395,5151900.0
2002-09-01,22.399999618530273,23.260000228881836,20.510000228881836,21.15999984741211,11.888108253479004,4293500.0
2002-10-01,21.200000762939453,22.860000610351562,20.190000534057617,21.549999237060547,12.1731595993042,7631100.0
2002-11-01,21.549999237060547,22.559999465942383,20.799999237060547,22.440000534057617,12.675907135009766,3982100.0
2002-12-01,22.530000686645508,23.3799991607666,21.950000762939453,22.329999923706055,12.613759994506836,6810800.0
2003-01-01,22.450000762939453,23.06999969482422,20.459999084472656,21.770000457763672,12.360869407653809,8272700.0
2003-02-01,21.799999237060547,22.829999923706055,21.059999465942383,22.40999984741211,12.724262237548828,8332200.0
2003-03-01,22.360000610351562,22.850000381469727,21.450000762939453,22.31999969482422,12.67315673828125,14874300.0
2003-04-01,22.350000381469727,22.780000686645508,21.809999465942383,22.1299991607666,12.631352424621582,9953800.0
2003-05-01,22.31999969482422,24.639999389648438,21.979999542236328,24.479999542236328,13.972685813903809,11640100.0
2003-06-01,24.600000381469727,25.799999237060547,24.049999237060547,24.049999237060547,13.727251052856445,7342300.0
2003-07-01,23.889999389648438,24.110000610351562,22.920000076293945,23.200000762939453,13.305754661560059,6841400.0
2003-08-01,23.25,24.700000762939453,22.729999542236328,24.68000030517578,14.154580116271973,8117500.0
2003-09-01,24.610000610351562,25.049999237060547,23.75,24.049999237060547,13.793253898620605,5283600.0
2003-10-01,24.0,25.079999923706055,23.760000228881836,24.280000686645508,13.995283126831055,6555900.0
2003-11-01,24.31999969482422,24.709999084472656,23.899999618530273,24.469999313354492,14.104803085327148,4802200.0
2003-12-01,24.59000015258789,28.0,24.5,27.549999237060547,15.88015365600586,14588400.0
2004-01-01,27.809999465942383,29.110000610351562,27.399999618530273,28.170000076293945,16.31044578552246,21490000.0
