Date,Open,High,Low,Close,Adj Close,Volume
2004-10-01,50.45000076293945,53.130001068115234,49.5,50.349998474121094,32.18782424926758,263300.0
2004-11-01,50.70000076293945,54.59000015258789,49.33000183105469,54.13999938964844,34.61071014404297,221200.0
2004-12-01,54.13999938964844,54.13999938964844,50.0,52.40999984741211,33.50474548339844,142900.0
2005-01-01,51.97999954223633,54.400001525878906,49.84000015258789,54.369998931884766,34.89915466308594,316400.0
2005-02-01,54.5,64.5999984741211,54.5,63.369998931884766,40.676090240478516,920700.0
2005-03-01,63.400001525878906,64.87000274658203,58.68000030517578,61.599998474121094,39.53995132446289,1410400.0
2005-04-01,62.40999984741211,63.630001068115234,56.25,57.779998779296875,37.08796310424805,1065700.0
2005-05-01,57.83000183105469,60.04999923706055,54.13999938964844,59.599998474121094,38.256187438964844,604100.0
2005-06-01,60.0,66.33000183105469,59.91999816894531,63.7599983215332,40.92641830444336,717600.0
2005-07-01,64.25,69.44999694824219,64.12000274658203,68.41999816894531,43.9176025390625,602900.0
2005-08-01,69.05999755859375,73.12999725341797,67.4000015258789,72.69999694824219,46.664852142333984,979700.0
2005-09-01,74.0,78.68000030517578,72.31999969482422,77.5199966430664,49.758731842041016,947900.0
2005-10-01,77.93000030517578,78.30000305175781,65.47000122070312,70.58000183105469,45.30405807495117,1269500.0
2005-11-01,70.55000305175781,74.19999694824219,67.80000305175781,71.73999786376953,46.04865264892578,708700.0
2005-12-01,72.66000366210938,76.83000183105469,70.94999694824219,72.19000244140625,46.33747863769531,836000.0
2006-01-01,73.44000244140625,83.26000213623047,73.30000305175781,82.55000305175781,53.490386962890625,1511700.0
2006-02-01,82.55000305175781,82.97000122070312,73.1500015258789,75.05000305175781,48.63054656982422,1124200.0
2006-03-01,75.69999694824219,80.12000274658203,72.55999755859375,78.58999633789062,50.924381256103516,977400.0
2006-04-01,79.44999694824219,86.33999633789062,78.37000274658203,82.83000183105469,53.67179870605469,853200.0
2006-05-01,83.62999725341797,87.2300033569336,75.38999938964844,80.33999633789062,52.05833435058594,1330200.0
2006-06-01,79.62000274658203,82.56999969482422,71.7699966430664,82.0,53.13398361206055,1020000.0
2006-07-01,82.69999694824219,85.16999816894531,78.29000091552734,84.66999816894531,54.86407470703125,895300.0
2006-08-01,84.91999816894531,86.5999984741211,80.61000061035156,80.88999938964844,52.41474914550781,726800.0
2006-09-01,81.12999725341797,82.93000030517578,72.8499984741211,77.9000015258789,50.477294921875,1843400.0
2006-10-01,77.94999694824219,83.80000305175781,73.0,81.52999877929688,52.82943344116211,936200.0
2006-11-01,81.55000305175781,89.05000305175781,79.9800033569336,88.58999633789062,57.40413284301758,836500.0
2006-12-01,88.33000183105469,90.80000305175781,84.31999969482422,85.01000213623047,55.084388732910156,818500.0
2007-01-01,83.12000274658203,84.38999938964844,77.86000061035156,84.08000183105469,55.052581787109375,1229000.0
2007-02-01,84.55000305175781,86.62999725341797,82.30000305175781,82.91000366210938,54.286502838134766,821900.0
2007-03-01,81.79000091552734,89.26000213623047,80.2699966430664,88.16000366210938,57.724021911621094,764600.0
2007-04-01,88.41000366210938,94.68000030517578,88.13999938964844,92.88999938964844,60.8210334777832,676400.0
2007-05-01,93.13999938964844,100.80999755859375,92.19000244140625,99.79000091552734,65.33892822265625,1062500.0
2007-06-01,100.66000366210938,104.54000091552734,97.37000274658203,101.12999725341797,66.21631622314453,926200.0
2007-07-01,101.8499984741211,108.75,99.18000030517578,100.47000122070312,65.7841796875,1171700.0
2007-08-01,101.05999755859375,101.94999694824219,91.16999816894531,101.08000183105469,66.1835708618164,1569100.0
2007-09-01,101.08000183105469,110.58999633789062,99.83999633789062,108.66000366210938,71.14665985107422,832400.0
